id,first_name,last_name,birth_date,street,zip_code,city,phone_number,mobile_number,email,news_letter,lng,lat
1508,Nick,Schweiger,8.11.1961,Am Brook 78,66879,Kottweiler-Schwanden,+49637141775318,+491508874896,nick.schweiger@mail.xyz,,7.5374574,49.4751922
1509,Hartmut,Hessel,25.12.1956,Hirseweg 115,91347,Aufse,+49919874703760,+491555297397,hartmut.hessel@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1510,Anja,Heilmann,18.3.1984,Bernhard-Poether-Str. 40,21781,Cadenberge,+49477736505186,+491673433351,anja.heilmann@mail.xyz,,9.0567782,53.7658979
1511,Willy,Gnther,15.7.1982,Speestr. - 134,25938,Witsum,+49468126872997,+491578419958,willy.guenther@mail.xyz,,8.440566,54.6994693
1512,Wilfried,Kurth,7.8.1966,Hacklenburg 151,99718,Topfstedt,+49363654728116,+491527066170,w.kurth@mail.xyz,,10.9506607,51.2601898
1513,Barbara,Reindl,2.7.1934,Im Sonnentau 10,24106,Kiel,+4943115397318,+491513164439,barbara.reindl@mail.xyz,,10.1211182,54.3579391
1514,Fritz,Sprenger,16.4.1937,Bnkamp 15,67547,Worms,+49624127857131,+491527110299,fritz.sprenger@mail.xyz,,8.3703118,49.6290294
1515,Stina,Tappe,24.11.1938,Hirseweg 80,56587,Straenhaus,+49263435527590,+491604860329,s.tappe@mail.xyz,,-95.8543807,46.6563791
1516,Rasmus,Nau,2.3.1981,Ossenkampstiege 36,32369,Rahden,+49577142069247,+491681271222,rasmus.nau@mail.xyz,,8.6159777,52.4357364
1517,Martin,Ortiz,24.7.1924,Ulmenweg 33,86751,M_nchsdeggingen,+49908839025987,+491562463665,martin.ortiz@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1518,Maxim,Derksen,10.10.1968,Ossenkampstiege 79,36433,Bad Salzungen,+49369596649395,+491623240150,m.derksen@mail.xyz,,10.2322338,50.81044139999999
1519,Levin,Moody,22.12.1983,Rennbahnstr. 72,67734,Katzweiler,+49630114854568,+491507124978,levin.moody@mail.xyz,,7.699276599999999,49.5025386
1520,Lena,Falke,16.8.1939,Willingrott 159a,56761,Hauroth,+49265371965040,+491587267013,l.falke@mail.xyz,,7.1005123,50.2516326
1521,Niels,Nau,27.6.1981,Kappenberger Damm 158,6333,Br_unrode,+49347338455986,+491691775265,n.nau@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1522,Ruben,Schardt,21.12.1995,Zum Burgschemm 29,55234,Gau-Heppenheim,+49673140225344,+491615001535,ruben.schardt@mail.xyz,,8.172939099999999,49.7425335
1523,Annabel,Gray,1.2.1965,Gartenstr. 164,51645,Gummersbach,+49226198725909,+491699785463,annabel.gray@mail.xyz,,7.6689438,51.0634259
1524,Sophia,Engelhardt,11.4.1956,Am H_rsterfriedhof 168,39638,Hottendorf,+49390768399286,+491733192213,sophia.engelhardt@mail.xyz,,-90.9629523,31.2361556
1525,Janik,Pape,25.8.1949,Rennbahnstr. 185,76857,V_lkersweiler,+49634613983237,+491547724663,janik.pape@mail.xyz,,-98.94661459999999,31.9270616
1526,Oliver,Habermann,15.4.1946,Franz-Peter-Krten-Weg 40,18069,Rostock,+4938179182232,+491771526487,oliver.habermann@mail.xyz,,12.0759335,54.1023972
1527,Marie,Clark,9.9.2000,An den Mhlen 65,49584,Frstenau,+49590126058998,+491528532471,marie.clark@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1528,Stella,Hildebrand,5.10.2000,Offenbergstr. 150,35236,Breidenbach,+49646589084924,+491583614438,s.hildebrand@mail.xyz,,8.4547477,50.8876581
1529,Michael,Reil,14.12.1921,Cheruskerstr. 97a,91757,Treuchtlingen,+49914222484001,+491687586028,m.reil@mail.xyz,,10.9096442,48.9595158
1530,Hendrik,Leber,28.12.1967,Mnsterstr. 126,94139,Breitenberg,+49858448832723,+491544162323,hendrik.leber@mail.xyz,,13.7941102,48.7037057
1531,Marius,Senger,13.8.1985,Im Stemmen 172,67466,Lambrecht,+49632523483957,+491687295481,marius.senger@mail.xyz,,8.0720045,49.3727201
1532,Oscar,Mhl,20.1.2000,Weienburgstr. 165,91807,Solnhofen,+49914522840712,+491574827613,o.muehl@mail.xyz,,10.9969653,48.8971905
1533,Lya,Weigand,20.2.1979,Am Bltenhain 89,95163,Weienstadt,+49925341957172,+491508494858,l.weigand@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1534,Anouk,Opitz,13.3.1956,Bernhard-Poether-Str. 189,69198,Schriesheim,+49620311294933,+491594082982,a.opitz@mail.xyz,,8.661249999999999,49.4737672
1535,Kristof,Fiedler,13.3.1965,Dahlweg 79,17440,Sauzin,+49383629695024,+491582120823,k.fiedler@mail.xyz,,13.7844677,54.0355311
1536,Anton,Cunningham,16.8.1960,Mierendorffstr. 21,91743,Unterschwaningen,+49983621369886,+491573694364,a.cunningham@mail.xyz,,10.6200359,49.080179
1537,Manuel,Bhler,17.7.1997,Im Draum 148,56858,Grenderich,+49654258002624,+491792085284,m.buehler@mail.xyz,,7.2279344,50.0659413
1538,Marko,Fichtner,23.11.1949,Breslauer Str. 173,56291,Niedert,+49674779664312,+491755990360,m.fichtner@mail.xyz,,8.874384899999999,50.002725
1539,Ina,Sass,6.1.1988,Hofstr. 130,39118,Magdeburg,+4939130855513,+491755984034,i.sass@mail.xyz,,11.6059638,52.09123
1540,Leif,Hilbig,8.5.1956,Nienkamp 141,86653,Monheim,+49909115856950,+491502034671,l.hilbig@mail.xyz,,10.8536544,48.8426674
1541,Joschua,Renz,4.3.1950,Papenbusch 197,56244,Hartenfels,+49262658758978,+491708229514,joschua.renz@mail.xyz,,7.7855073,50.5718152
1542,Wilfried,Reuter,24.1.1941,Rckertstr. 46,50968,K_ln,+4922159948056,+491711147699,wilfried.reuter@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1543,Christin,Wanderer,25.1.1928,Flakuhl 103,25899,Klixbll,+49466272079663,+491612933274,c.wanderer@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1544,Walther,Neal,9.11.1949,Berrischstr. 142,24217,Barsbek,+49434499970073,+491655966054,w.neal@mail.xyz,,10.3201232,54.4040669
1545,Kilian,B_hr,17.12.1927,Meckmannweg 93,57639,Oberdreis,+49268445783132,+491779045435,k.baehr@mail.xyz,,7.6635392,50.6280791
1546,Juri,Stahl,12.8.1921,Gildenstr. 97,31085,Everode,+49518428803444,+491742223269,juri.stahl@mail.xyz,,9.9090182,51.9494541
1547,Melissa,Kuehl,24.11.1926,Uhuweg 131,91481,Mnchsteinach,+49916641703508,+491595143505,melissa.kuehl@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1548,Michael,Moritz,15.8.1942,Magdalenenstr. 175,89185,Httisheim,+4973054621160,+491686247259,m.moritz@mail.xyz,,-115.1,36.1599999
1549,Samira,Zell,1.11.1984,Am Ziegelofen 189,94372,Rattiszell,+49996414218586,+491735468800,samira.zell@mail.xyz,,12.6584242,49.0248081
1550,Artur,Montgomery,24.8.1936,Werseblick 107a,66450,Bexbach,+49682655357215,+491709493134,artur.montgomery@mail.xyz,,7.255374499999999,49.35602249999999
1551,Marie,Hughes,22.8.1987,Drachterstr. 157,6308,Siersleben,+49347546249058,+491609996197,marie.hughes@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1552,Carolina,Ebert,27.3.1996,Kreuzstr. 105,74918,Angelbachtal,+49726540637049,+491578562706,c.ebert@mail.xyz,,8.798354699999999,49.1731004
1553,Karl,Schnabel,25.12.1939,Von-Holte-Str. 134,86754,Munningen,+49908277980847,+491525208436,k.schnabel@mail.xyz,,10.6031652,48.92091449999999
1554,Nik,K_rber,21.1.1931,Meinertzstr. 200,85777,Fahrenzhausen,+49813343454754,+491773358023,nik.koerber@mail.xyz,,11.560056,48.3517361
1555,Leandra,Reiff,25.6.1971,Holunderweg 114,55218,Ingelheim am Rhein,+49613216407832,+491714864727,leandra.reiff@mail.xyz,,8.0560682,49.9764195
1556,Krista,Kriegel,6.1.1953,Alte Apotheke 59,21394,Westergellersen,+49413118103335,+491752785202,k.kriegel@mail.xyz,,10.2421324,53.2356555
1557,Luka,Nehring,5.8.1995,Beuelsweg 64,96176,Pfarrweisach,+49953529758487,+491652914735,l.nehring@mail.xyz,,10.7381314,50.1463611
1558,Frank,Reyes,10.7.1933,Kapellenstr. 169,28870,Ottersberg,+49420523027398,+491601910224,f.reyes@mail.xyz,,9.2299467,52.9985905
1559,Carolina,Pfister,8.4.1978,Dammstr. 3,24594,M_rel,+4948718373319,+491531940688,c.pfister@mail.xyz,,-79.2112769,36.6460112
1560,Adrian,Schwinn,8.7.1989,Scheibenstr. 175,24306,Lebrade,+49452278945788,+491699547098,adrian.schwinn@mail.xyz,,10.423816,54.2151193
1561,Karl,Just,20.10.1977,Ripenhorst 91,83735,Bayrischzell,+49802313351672,+491734863963,k.just@mail.xyz,,12.0140808,47.6732016
1562,Kirsten,Wiest,9.11.1995,Landoisstr. 12,37308,Bodenrode-Westhausen,+49360676960839,+491507759180,k.wiest@mail.xyz,,10.1906359,51.392818
1563,Kristina,Puschmann,7.12.1941,Breul 104,53229,Bonn,+4922861297917,+491589110583,k.puschmann@mail.xyz,,7.1648955,50.74549409999999
1564,Mathis,Hartl,4.1.1988,Kr_ver Str. 135a,54673,Berkoth,+4965646491851,+491656102880,m.hartl@mail.xyz,,6.340116099999999,50.0430609
1565,Frederik,Wachter,3.7.1949,Dauvemhle 182,72401,Haigerloch,+49747417264911,+491769605048,frederik.wachter@mail.xyz,,8.7919702,48.3667098
1566,Martha,Sedlmeier,21.1.1944,Geiststr. 137,38486,Neuendorf,+49390951079221,+491684586010,martha.sedlmeier@mail.xyz,,-87.55936129999999,35.1683768
1567,Marianne,Mnch,17.10.1985,Berrischstr. 191,53332,Bornheim,+49222230735935,+491594928047,m.muench@mail.xyz,,6.9821412,50.759586
1568,Astrid,Versatel,7.11.1924,Meckmannweg 46,61381,Friedrichsdorf,+49617560077759,+491727561514,a.versatel@mail.xyz,,8.6417409,50.2538496
1569,Paul,Senft,20.1.1994,Teutonenstr. 192,56826,Lutzerath,+4926771391806,+491713664354,p.senft@mail.xyz,,7.0075042,50.1266815
1570,Axel,Dietz,21.8.1943,Grevener Str. 187,54552,Immerath,+49659216588654,+491766882161,axel.dietz@mail.xyz,,6.9564796,50.1311184
1571,Helena,Gruber,13.6.1983,Carossastr. 65,67822,Kalkofen,+49636228264177,+491625139132,helena.gruber@mail.xyz,,7.8359827,49.732217
1572,Rosa,Schwarz,8.9.1977,Mersmannsstiege 179,23936,Plschow,+49388193844513,+491731814749,rosa.schwarz@mail.xyz,,-78.4524591,37.5169001
1573,Christel,Janz,26.2.1966,Vorgebirgstr. 2,20350,Hamburg,+494085961368,+491775464767,christel.janz@mail.xyz,,-76.99,38.92
1574,Malte,Faber,13.12.1921,Heinrichstr. 167,64289,Darmstadt,+49615197302566,+491759796755,m.faber@mail.xyz,,8.669211599999999,49.8679723
1575,Keno,Mertens,28.6.1998,Sanddornweg 195,24148,Kiel,+4943188134963,+491547617419,k.mertens@mail.xyz,,10.1322601,54.40837399999999
1576,Brigitte,Busse,17.6.1964,lbergstr. 40a,26446,Friedeburg,+49446597470044,+491685189663,brigitte.busse@mail.xyz,,7.8320346,53.45442
1577,Meike,Wachsmuth,24.3.1991,Von-Holte-Str. 185,56332,Oberfell,+49260795262330,+491613066977,m.wachsmuth@mail.xyz,,7.447210099999999,50.2603246
1578,Irmgard,Greif,5.4.1998,Pankokstr. 106,83735,Bayrischzell,+49802373293634,+491755565722,i.greif@mail.xyz,,12.0140808,47.6732016
1579,Jens,Biedermann,22.5.1938,Gescherweg 107,4720,Ebersbach,+4934317068601,+491555639379,jens.biedermann@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1580,Madita,Schultheiss,7.9.1993,Gartenstr. 194,91230,Happurg,+49915154617530,+491771127754,madita.schultheiss@mail.xyz,,11.4694462,49.4947244
1581,Pia,Reutter,9.11.1938,Schubertstr. 32,89077,Ulm,+4973190917323,+491546638523,p.reutter@mail.xyz,,10.0169226,48.404229
1582,Helmuth,Walton,20.5.1978,Gleueler Str. 190,64807,Dieburg,+49607163007699,+491736990487,h.walton@mail.xyz,,8.8444959,49.9010547
1583,Mark,Cohen,14.6.1930,Avendruper Str. 154,77883,Ottenh_fen,+49784265554051,+491672849059,m.cohen@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1584,Stella,Baldauf,17.9.1974,Rohrkampstr. 20,55471,Tiefenbach,+49676166316688,+491776274074,s.baldauf@mail.xyz,,7.544137399999999,49.9376343
1585,Nele,Gomez,15.10.1941,Albachtener Str. 104,54441,Taben-Rodt,+49658164504979,+491645282078,nele.gomez@mail.xyz,,6.5881919,49.5485412
1586,Damian,Gutmann,19.4.1950,Gropiusstr. 156,53894,Mechernich,+49244332638767,+491724041105,d.gutmann@mail.xyz,,6.653072,50.5917044
1587,Jason,Httner,27.4.1973,Hfferstr. 34,83071,Stephanskirchen,+49803693227603,+491799970382,jason.huettner@mail.xyz,,12.1840788,47.8553335
1588,Marta,Boone,3.1.1928,lbergstr. 53,63867,Johannesberg,+49602148179389,+491597231092,m.boone@mail.xyz,,9.134512899999999,50.02594879999999
1589,Jamie,Byrd,2.4.1934,Teutonenstr. 28,84550,Feichten an der Alz,+49862317654873,+491521673645,j.byrd@mail.xyz,,12.5960476,48.0803241
1590,Victoria,Wallace,16.10.1942,Raesfeldstr. 21,25764,Hellschen-Heringsand-Unterschaar,+49482352343607,+491636332576,v.wallace@mail.xyz,,8.8604442,54.2015711
1591,Mathilda,Turner,10.10.1982,Raesfeldstr. 73,54636,Flieem,+49656142952673,+491647432459,mathilda.turner@mail.xyz,,-91.2313618,43.994255
1592,Mirco,Rausch,25.9.1942,Klinkkampweg 71,1809,Heidenau,+49352994604478,+491647712264,m.rausch@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1593,Isabel,Six,24.5.1926,Am Burloh 4,66909,Matzenbach,+49638387821985,+491516866486,i.six@mail.xyz,,7.457764299999999,49.4958509
1594,Laila,Kaufhold,27.11.1945,Von-der-Tinnen-Str. 105,33803,Steinhagen,+49520448493390,+491788590204,laila.kaufhold@mail.xyz,,8.415113,52.0049441
1595,Milan,Appel,19.8.1966,Josef-Suwelack-Weg 129,9306,Thalheim,+49372184423887,+491792258915,m.appel@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1596,Ralf,Mandel,4.6.1936,Heroldstr. 69,82327,Tutzing,+49815819021807,+491608591900,ralf.mandel@mail.xyz,,11.2772666,47.9125117
1597,Hannelore,Heckmann,13.9.1939,Im Sonnentau 56,99130,Marlishausen,+49362882505593,+491649712561,h.heckmann@mail.xyz,,-117.1845219,47.0036187
1598,Timm,Atelco,28.1.1975,Handorfer Str. 144a,82392,Habach,+49884762894238,+491757374001,timm.atelco@mail.xyz,,11.2795777,47.7285055
1599,Luca,Benson,8.12.1944,Merheimer Str. 76,47665,Sonsbeck,+49283867019360,+491557940347,l.benson@mail.xyz,,6.3762723,51.6089018
1600,Liam,B_rner,5.6.1958,Dodostr. 14,56332,Dieblich,+49260777280074,+491672028276,l.boerner@mail.xyz,,7.471996799999999,50.31465129999999
1601,Marc,Ranft,17.1.1998,Mecklenbecker Str. 85,57614,Wahlrod,+49266210172029,+491547209451,m.ranft@mail.xyz,,7.7180718,50.6491349
1602,Marvin,Motz,22.4.1933,An den Mhlen 184,83558,Maitenbeth,+49807663875138,+491587348600,m.motz@mail.xyz,,12.0925723,48.14984
1603,Thomas,Karg,17.4.1931,Offerk_mpe 111,24211,Honigsee,+49434250222920,+491742441264,t.karg@mail.xyz,,10.1870779,54.2282971
1604,Mila,Morton,24.4.1955,Am Getterbach 19,59846,Sundern,+4929331013112,+491624532116,mila.morton@mail.xyz,,8.0035148,51.3254213
1605,Dominic,McCoy,10.10.1984,Sporckweg 49,67829,Callbach,+49675398453916,+491506619523,d.mccoy@mail.xyz,,7.699130100000001,49.7034827
1606,Mandy,Janson,7.8.1973,Am Pulverschuppen 193,14770,Brandenburg an der Havel,+49338133258029,+491596952710,m.janson@mail.xyz,,12.5172319,52.408629
1607,Julie,Hoch,25.4.1976,Bohlweg 16,63579,Freigericht,+49605536429406,+491693972316,julie.hoch@mail.xyz,,9.143807299999999,50.1431461
1608,Bernhardt,Hopkins,23.8.1967,Am Krausen Baum 92,79224,Umkirch,+49766544157120,+491554647911,b.hopkins@mail.xyz,,7.7675532,48.0311907
1609,Karina,Mertens,26.2.1985,Westenkamp 197,35396,Gieen,+4964155517778,+491789703684,karina.mertens@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1610,Julian,Hertel,14.3.1976,Rohrkampstr. 48,87785,Winterrieden,+49833398748201,+491609140628,j.hertel@mail.xyz,,10.2245319,48.12166449999999
1611,Ali,Hinrichs,5.9.1996,Guntherstr. 69,56204,Hillscheid,+4926242307254,+491531245017,a.hinrichs@mail.xyz,,7.697956899999999,50.4073
1612,Mirko,Franz_sisch,28.4.1959,Dsseldorfer Str. 1,40210,Dsseldorf,+4921165419979,+491577106594,mirko.franzoesisch@mail.xyz,,-85.7820416,38.2357356
1613,Jolina,Hof,4.3.1939,Goebenstr. 183,37308,Geisleden,+49360659467128,+491573341086,j.hof@mail.xyz,,10.1970594,51.3498244
1614,Levin,Bartl,26.6.1980,Paul-Engelhard-Weg 176,67822,Kalkofen,+49636233415803,+491735765366,levin.bartl@mail.xyz,,7.8359827,49.732217
1615,Jeremy,Sch_fer,1.10.1934,Cheruskerstr. 24,64668,Unter-Mengelbach,+49625355128499,+491695451340,j.schaefer@mail.xyz,,-93.72320049999999,39.3649383
1616,Dominic,Hagemann,10.5.1943,Alte Apotheke 59,12307,Berlin,+493020089683,+491724241862,d.hagemann@mail.xyz,,13.3993839,52.3824851
1617,Joelina,Harper,20.12.1956,Friesenring 198,50823,K_ln,+4922178029047,+491791711721,joelina.harper@mail.xyz,,6.9387469,50.9407094
1618,Meik,Ackermann,8.6.1974,Im Stemmen 181,58706,Menden,+49237316276982,+491751838084,m.ackermann@mail.xyz,,7.789601599999998,51.4300527
1619,Mads,Krenz,19.7.1966,J_gerstr. A 113,55576,Pleitersheim,+4967191508212,+491656623072,m.krenz@mail.xyz,,7.9519997,49.8366295
1620,Hanna,Krull,18.8.1937,Am Getterbach 31,93339,Riedenburg,+49944282077650,+491733349359,hanna.krull@mail.xyz,,11.6906449,48.96237319999999
1621,Emilie,Bross,10.2.1962,Bnkamp 5,74937,Spechbach,+49622684844912,+491792926477,e.bross@mail.xyz,,8.8843357,49.346436
1622,Mathis,Schaffrath,18.1.1937,Weseler Str. 178,23899,Gudow,+49454797607245,+491591117645,mathis.schaffrath@mail.xyz,,10.7717076,53.5563692
1623,Werner,Bruch,1.7.1986,Offenbergstr. 121,86643,Rennertshofen,+49843472549357,+491532078558,werner.bruch@mail.xyz,,11.0466109,48.7583525
1624,Finja,Adolph,13.7.1938,Kapellenstr. 169,95346,Stadtsteinach,+49922579089131,+491611808564,f.adolph@mail.xyz,,11.5058256,50.1639917
1625,Anneliese,Simmons,18.12.1921,Kurze Str. 187,55234,Offenheim,+49673161850955,+491738736699,a.simmons@mail.xyz,,8.031593599999999,49.726353
1626,Adrian,Helbig,12.8.1975,Holunderweg 68,54655,Steinborn,+4965639024560,+491655082490,adrian.helbig@mail.xyz,,6.6291579,50.0695207
1627,Muhammed,Heinze,1.1.1968,Offerk_mpe 143,79801,Hohentengen am Hochrhein,+49774232685086,+491649918905,m.heinze@mail.xyz,,8.4362841,47.570611
1628,Kai,Powell,15.1.1934,Sporckweg 123,63776,M_mbris,+49602984663033,+491705829242,k.powell@mail.xyz,,-89.86237,37.72476
1629,Florian,Myers,14.8.1978,An den Mhlen 42,54516,Wittlich,+49657140281476,+491711722816,florian.myers@mail.xyz,,6.889722,49.986944
1630,Finn,Kretschmer,22.4.1984,Sternstr. 60,56357,Oberwallmenach,+49677248791986,+491722869873,finn.kretschmer@mail.xyz,,7.828452,50.1625644
1631,Constantin,Schaumann,13.5.1983,Dahlienweg 200,37136,Eberg_tzen,+4955074481667,+491575887517,c.schaumann@mail.xyz,,-86.24,36.06
1632,Manuel,Hansen,4.5.1968,Piusallee 155,23738,Damlos,+49436388519813,+491708177048,manuel.hansen@mail.xyz,,10.9059002,54.2446215
1633,Christopher,Ostermann,21.3.1947,Vorgebirgstr. 158,13053,Neu-Hohensch_nhausen,+493044135916,+491693568466,christopher.ostermann@mail.xyz,,-76.2594981,42.4709592
1634,Svenja,Brosch,28.4.1969,Nieland 35,52074,Aachen,+4924122762050,+491531909633,svenja.brosch@mail.xyz,,6.040409899999999,50.7779566
1635,Erna,Neuhaus,9.6.1956,Am H_rsterfriedhof 93,73433,Aalen,+49736128778803,+491766597761,e.neuhaus@mail.xyz,,10.1100905,48.8708148
1636,Swen,Oswald,21.10.1979,Im Sonnentau 23,71720,Oberstenfeld,+4970625737910,+491732790208,s.oswald@mail.xyz,,9.322463299999999,49.0234118
1637,Justin,Singer,21.11.1940,Nieland 95,89194,Schnrpflingen,+4973468457634,+491581330096,j.singer@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1638,Carlotta,Heidemann,20.8.1924,Geiststr. 133,56377,Misselberg,+49260481021228,+491647650623,c.heidemann@mail.xyz,,7.767966700000001,50.3075652
1639,Gert,Krey,23.2.1960,Willingrott 16,54597,Seiwerath,+49655127667276,+491735577019,gert.krey@mail.xyz,,6.4996727,50.1485427
1640,Raphael,Lehmann,3.9.1987,Friesenring 95a,47443,Moers,+49284137363235,+491508097587,r.lehmann@mail.xyz,,6.6296082,51.4676101
1641,J_rn,Reinelt,8.2.1989,Kerenbrockstr. 49,29358,Eicklingen,+49514461500497,+491584179086,j.reinelt@mail.xyz,,10.1855838,52.54966599999999
1642,Robin,Amann,4.6.1977,Altenhofer Weg 74,79805,Eggingen,+49774666526444,+491519025997,r.amann@mail.xyz,,8.393098,47.6979742
1643,Madita,Spindler,12.1.1962,Am Ziegelofen 25,53498,Bad Breisig,+4926337764650,+491676271937,m.spindler@mail.xyz,,7.28973,50.50614969999999
1644,Kiara,Deppe,22.2.1921,Hacklenburg 139,36251,Ludwigsau,+49667028741407,+491676977176,kiara.deppe@mail.xyz,,9.6833753,50.9348255
1645,Nora,Newman,14.7.1964,Pankokstr. 31,24361,Holzbunge,+49435635645598,+491671780406,n.newman@mail.xyz,,9.7054557,54.377667
1646,Jan,Rost,17.5.1988,Piusstr. 137,76776,Neuburg am Rhein,+49727364914720,+491591804285,jan.rost@mail.xyz,,8.2520098,48.9865255
1647,Frederic,Welsch,7.3.2000,Steinfurter Str. 159,65553,Limburg an der Lahn,+49643180081933,+491777202017,frederic.welsch@mail.xyz,,8.085769299999999,50.4114837
1648,Renate,Sturm,28.8.1962,Zur Wiese 70,23952,Wismar,+49384171113719,+491604058764,r.sturm@mail.xyz,,-78.2874772,36.9248173
1649,Enrico,Huber,18.3.1987,Westenkamp 130,33034,Brakel,+49527235221227,+491587453018,e.huber@mail.xyz,,9.1826223,51.7174281
1650,Helmuth,Eberhardt,23.7.1949,Flakuhl 118,60489,Frankfurt am Main,+496975770224,+491744023390,h.eberhardt@mail.xyz,,8.6024566,50.1251213
1651,Nina,Hinrichsen,22.4.1974,Bnkamp 128,54570,Rockeskyll,+49659160979658,+491645286783,n.hinrichsen@mail.xyz,,6.695581400000001,50.2544288
1652,Philine,Flores,25.7.1978,Hillscheider Weg 169,54675,Nusbaum,+4965648841279,+491537116733,p.flores@mail.xyz,,6.3397521,49.91458129999999
1653,Yannik,Seiler,10.10.1986,Max-Winkelmann-Str. 34,56332,Dieblich,+49260792947478,+491625643678,yannik.seiler@mail.xyz,,7.471996799999999,50.31465129999999
1654,Mert,Landgraf,4.6.1988,Am R_merhof 88,3238,Lichterfeld-Schacksdorf,+49353172994654,+491762227253,m.landgraf@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1655,Helmut,H_rmann,20.5.1975,Piusstr. 136,6124,Halle,+4934569377916,+491623720685,h.hoermann@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1656,Muhammed,Janke,24.9.1961,Overbergstr. 153,88690,Uhldingen-Mhlhofen,+497556221646,+491676128677,muhammed.janke@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1657,Leander,Glaser,5.11.1972,Zur Wiese 24,83024,Rosenheim,+49803151676343,+491515616921,leander.glaser@mail.xyz,,12.0996641,47.8641011
1658,Annica,Wiesmann,15.10.1928,Zlpicher Str. 192,82449,Uffing am Staffelsee,+49884674041495,+491715653270,annica.wiesmann@mail.xyz,,11.1512763,47.7140432
1659,Emilie,Myers,24.10.1966,Goebenstr. 75,57629,Merkelbach,+49266235620437,+491623980617,emilie.myers@mail.xyz,,7.7689716,50.6439855
1660,Matthis,Markert,2.11.1976,Baumberger Str. 173,7389,Bucha,+49366379356107,+491545257350,m.markert@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1661,Norbert,Heller,21.9.1967,An Lyskirchen 136,63825,Sommerkahl,+49602485304244,+491622349106,n.heller@mail.xyz,,9.2597381,50.0693394
1662,Rdiger,Cummings,14.5.1937,Hacklenburg 196,55568,Lauschied,+49675171123609,+491734636554,r.cummings@mail.xyz,,7.6201383,49.7398308
1663,Klara,Hillebrandt,22.6.1963,Wolbecker Str. 187,63179,Obertshausen,+49610465908503,+491678196328,klara.hillebrandt@mail.xyz,,8.8572969,50.075119
1664,Mert,Geissler,17.11.1921,Rinkerodeweg 190,24211,Khren,+49434285819674,+491665845004,mert.geissler@mail.xyz,,-81.97529949999999,36.6621842
1665,Dirk,Baldauf,12.11.1939,An den Mhlen 14,90429,Nrnberg,+4991181302247,+491694097863,dirk.baldauf@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1666,Merle,Karcher,11.4.1941,Johanniterstr. 199,56206,Kammerforst,+49262456528258,+491517565602,merle.karcher@mail.xyz,,7.6771137,50.4621443
1667,Celina,Schaaf,27.10.1978,Hfferstr. 44,67466,Lambrecht,+49632526743288,+491733542623,celina.schaaf@mail.xyz,,8.0720045,49.3727201
1668,Gina,Langenbach,26.7.1965,Dachsleite 88,72297,Seewald,+49744814881359,+491527378150,gina.langenbach@mail.xyz,,8.421875700000001,48.597066
1669,Christin,Lammers,10.5.1983,Friesenring 109,89537,Giengen an der Brenz,+49732276115232,+491796370114,c.lammers@mail.xyz,,10.2289759,48.5842165
1670,Elias,Kreuzer,14.6.1942,Ossenkampstiege 102,86745,Hohenaltheim,+49908134694194,+491669503783,elias.kreuzer@mail.xyz,,10.5346259,48.7843162
1671,Carla,Lth,20.9.1982,Baumberger Str. 14,3249,Mnchhausen,+49353180015819,+491778373232,c.lueth@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1672,Katja,Gonzalez,19.10.1953,Immelmannstr. 43,84555,Jettenbach,+49863852238502,+491578080068,k.gonzalez@mail.xyz,,12.3774195,48.1676292
1673,Laura,M_ller,28.12.1975,Rektoratsweg 167,79361,Sasbach am Kaiserstuhl,+49764221857610,+491583700311,l.moeller@mail.xyz,,7.6173347,48.140296
1674,Janin,Kiefer,18.7.1955,Beuelsweg 172,27478,Cuxhaven,+49472169281460,+491684932510,janin.kiefer@mail.xyz,,8.722470999999999,53.8003927
1675,Nadin,Henrichs,28.11.1963,Mindener Str. 69,24598,Boostedt,+49439324605342,+491649588987,n.henrichs@mail.xyz,,10.02419,54.011
1676,Dagmar,Griffith,15.5.1973,Raesfeldstr. 13,91358,Kunreuth,+49919921221701,+491683829267,d.griffith@mail.xyz,,11.1443515,49.6823566
1677,Lennard,Kemper,23.7.1968,Uhuweg 200,87789,Woringen,+49833198862926,+491572841869,lennard.kemper@mail.xyz,,10.2011253,47.9228317
